filename,cluster
007b16cd618a4e1b0b9eaf4b288966f8.txt,0
011795baacda8e586a4c1f916e5b29c5.txt,0
016d23a32a0eef724351c69483ee2ccd.txt,0
01e50e539c106c160a598f80086d5f44.txt,0
02a40ec0d422defc097be73357996df9.txt,0
02c5c467ccab66baf41577f0ade0f6f4.txt,0
035e258f2bab9bccbe2824302d0a32b9.txt,0
053e6eb198456819201b97b93d1d21f1.txt,0
078914ca0bad39f883eb53fe048bd462.txt,0
07a44be60be0c997665b8a7eb0e07282.txt,0
07e07876d62c98948919a90d2874b250.txt,0
08d3e9371b6e0ac65113894af790e7db.txt,0
0a03edf5c9cfee1d84fa9bef146682d9.txt,0
0a1a21356f234848813903bdb3f76c0f.txt,0
0b0eeb75484c99397370fd2fc0a0a3cb.txt,0
0bb7880e9594c45a0d9afe8f1b4c87a6.txt,0
0be50495d2543eebf0a55572214e8df9.txt,0
0c335a2a1e9ede381b65cd483e54c5d6.txt,0
0dfcbd3e9cdf15b7ec88867ee03e45c8.txt,0
0e578140909cbf24fd82f1fa6b28316e.txt,0
0ea073361597e752f0c82680abc72cd9.txt,0
0f626f15e7eef56a43f2cd869830b6e7.txt,0
0f8ff5c9e5d1c9378aaca4088e681a52.txt,0
0f9a525680888e4dedf2c412ba4a6757.txt,0
10aacf6fa85ed6e1e9d3505e220be16a.txt,0
11530ef7603e3145792d9ee22ad53e97.txt,1
116c86e6c8fe946944dbfe0cb5c46fa3.txt,0
11bb73f9820e02a7c91d6f79dad3ab51.txt,0
11e3aa2f9ee12950f821b53d08490065.txt,0
123132f6d60f6c4a2252ccd1c0a739a0.txt,0
137a59b48d19bd266250c72f82b611d0.txt,0
13d3993480078a98e255208410b8cc5d.txt,0
14d089bccc519b267f5ddce2fe782239.txt,0
168b7400fbca1c73441ca27d4ea7e34e.txt,0
17a75e12c1a232be88255e3508a9752f.txt,0
185acdb34c779df53eccf1e803fb0542.txt,0
1a64cfc72e53689b2a8679569d3065f3.txt,0
1ac24ef3320b5ff9040b59a8bd7d2a8b.txt,0
1b95e78ed8a21c3ea6ebb99233b2154a.txt,0
1d4b486ca37074a6f9ec13201ff6c911.txt,0
1e9e3b2edbd2fe53a680aea7fc4e8bd2.txt,0
20eb4c0e481e1b0938f736080fd9ed90.txt,0
214e3efd8f32ac2388118a07c4c7b9ce.txt,0
218ca446bef81f4184761cecee7c9373.txt,0
21951fcd62ee3c04d8078cda65ad05e0.txt,0
2539406e10744f2aee4aa82abb3e5c23.txt,0
25916810e8d7565f8c934256bb28e2f1.txt,0
275213c7ad47e8405e795acb461c9172.txt,0
2809e44f3cc66297102227c08d74befe.txt,0
284f460d505e04eb2f910cd991e18823.txt,0
28fa20fe18cf992ca6d989c7b9855709.txt,0
29b89aa44a1624af6ed813fe21f0a9f6.txt,0
2b0f2c38a0ad4b10e38481723770f89a.txt,1
2b61c1892476d4e2789790d03718d246.txt,0
2bcc30502b42f2888d4a8c173a06fbde.txt,0
2c483bf4631cc5d29d66bce865f8ba70.txt,0
2d314d455a62d17fad9e8a84dc78bcc7.txt,0
2d3804a9485c5a9b60f0f9bb95d7a32b.txt,0
2d3d151c7006989b3a211fe5a6877582.txt,0
2d7537b953ea74e8f091e1e4ccc86bf5.txt,0
30eb4c6eed5694df2bf6ede7b5316550.txt,0
31c1ad757f8ed0640b4bcc1c1038116d.txt,0
31c5e8464f5ba41402a1f3f8ef20b2d6.txt,0
32013230d535081422353d0061a90530.txt,0
32902304c81e1265b2c34b50e929abba.txt,0
32aecc3380337b52e758bfdea549477c.txt,0
334ae44c6285b8ebe8df2327a4e0d3fc.txt,1
33ac6881d5f2f993a971794f9d116a4c.txt,0
33b22e84503f85a5788c8666d39abf83.txt,1
33ff8bd44c50302e1f44ba78af715cb3.txt,0
35c60251ab228193dbff6aaae87e638a.txt,0
369cb7f37327b160be0799b5dc241f27.txt,0
36a7ca2470443318bcbd19ac8e94f925.txt,0
374e1f50d736014ee1a9176db357c264.txt,0
38d544d70b80039ab74eb26b06d62219.txt,0
390ca9f43f3c28e9acb1fd87fdfd2831.txt,0
3b3d2ecffd02818509da9ce03cb6c85b.txt,0
3b7076c2a5322e788609c29e9f6cbcd1.txt,0
3c87f063f8e9dda4e20de2c79ae736c7.txt,0
3c8abbb7a4339594fde2e98ba425e6da.txt,0
3ca225ef4d4af995ace34101fd3d3e56.txt,0
3cb99033f35276df8c1a550d122e01c5.txt,0
3ccbb54de275536308e848393f7e0680.txt,0
3d2c1e7f2b9a2a804eecafeca7305186.txt,0
3dfd6d2ed1c7e1a3c7473b2390940903.txt,0
3e6c94b7087b9b557de36ea211840405.txt,0
41004e6364426158b78af2395e63cb0a.txt,0
4101eaae35c245912a5364f30b619d18.txt,0
41519f91de7be1370e6a74769f71fd6c.txt,0
41e23d3f4597f28872a73e0a090e6590.txt,0
4209c12c76e54a587cccac3856de84ff.txt,0
42fbbaeb9d28e7a34e97cf0f14ce9dcf.txt,0
441be9916ded7ef4bff38193aed4bffd.txt,0
44b261eb80607a258ea0ecce4700d5f8.txt,0
459ed918a79d9ab7e789caceaa1cb3ee.txt,0
46a0d1ff1e69ac9d665c94bf43677f23.txt,0
474ea51aa1945b0c227841a938b45c2b.txt,0
47d55b2c51e3d9ca549d68aa8a0d4279.txt,0
4862bc18a2e7f9e4f38367dd5097aeca.txt,0
496dc6a49d6d3a3f0d5da078b5bc1f4e.txt,0
4985f6752cf19473f1e603fabe0c7261.txt,0
499029f65098f440e725dd426b6153bf.txt,0
4a119418b79a385d8c6e78974d8fb805.txt,0
4b1300271aafd0fe363765ff5919bce9.txt,0
4b339b113618538cb43be248d51ac877.txt,0
4bdd6e936d9e763df7783c6f4abe40e9.txt,1
4c1bd10a7ec6f07407c3236e30b4d213.txt,0
4c21104e96dd601684f94db1a37baf75.txt,0
4c4eaf95685b02771b025a58d5da1dbe.txt,0
4ca4c56662ac165ffe32f0cd998174af.txt,0
50c31eda8bdfebe160c24c99b7a7c62e.txt,0
5142d695a5dfc6b917f478ed3a92140a.txt,0
5195b9c9987f1afd574967aa67eca245.txt,0
522188a68cdde8abc5320b4fd91791c0.txt,0
5269b8a8e6286476b9281914867fe29a.txt,1
52b1db2800db819e765b310939fce33e.txt,0
531db72ec7251be77d3cf0e9422d3af0.txt,0
53534cc9b9fca4da4f7782f2b6ab7f0b.txt,0
53e3709e0aa9a4ac3d80ed820e69ba2e.txt,0
547f1a8600a5249c910523df89d927ee.txt,0
56203993cd555738c5e9a31009673d1f.txt,0
566bf750d88f936878801dd3f2c69327.txt,0
57248fb2ac11847438d6661b75d2384c.txt,0
594dbc9fde1c51dfa685ae86aced43a1.txt,0
5a1de90b57afc060107facbec21196f5.txt,0
5beaf8d29f8b21e3ff22f4ec19e5ded5.txt,0
5bfc62583c11dae08e7ff329da7d57b3.txt,0
5cf70d9296a18d8bfb47cd24c0534d91.txt,0
5d2f9ffbe71d4c4663e6998e5192ea63.txt,0
5ef0b6d1826170c349851e26b0611d6b.txt,0
6033c3a3e74fbce38144d0b3a51a8362.txt,0
619cd5de5161d015b9be9f976312b110.txt,0
61c5b6000f51176eba93fcb8243389e7.txt,0
61dcc8ee80bac63cedf72df435fea338.txt,0
625dda1773453b11d6fa276ea1233c41.txt,0
63ac5b6ef7be9f6659d6bff3914be9b9.txt,0
646297672cbcb9b8666ae768a26ad74c.txt,0
65c1cf1ca366d1c555d49e95a6276c12.txt,0
65fff493579309f37a1ad6be664eaf0f.txt,0
6667411537d00025a2f865cf8c017e97.txt,0
66dc8894ff61f239e5bdb61a20cc53df.txt,0
677fd61548587915ff0984519bc206c4.txt,0
67faa8eba630c66bcfd5e44b1a20beda.txt,0
6987af78f5465d2f733cc37e6fa4c5bc.txt,0
